CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,20_1
Greater Rosemont,pread3,,,,,,12.4528,10.9541,5.90717,,,,
Greater Rosemont,pread5,,,,,,6.85921,9.40171,7.94393,,,,
Greater Rosemont,pread8,,,,,,7.32759,8.92019,7.94393,,,,
Greater Rosemont,pubtran,,34.575569,32.538297,33.32658,31.3678,31.159287,33.170562,30.961876,31.273526,33.825025,,
Greater Rosemont,regvote,85.953318,,81.988189,,83.654387,,84.884703,,80.975816,,,
Greater Rosemont,smlbus,303.0,273.0,304.0,312.0,299.0,264.0,230.0,186.0,242.0,214.0,,
Greater Rosemont,trees,,27.401584,,,,,,26.625108,,,,
Greater Rosemont,voted,40.7,,54.590832,,32.717035,,46.189539,,36.343115,,,
Greater Rosemont,walked,,6.267645,2.811712,2.937601,3.48946,2.939555,1.656784,2.951029,3.513174,2.814513,,
Greater Rosemont,wlksc,,60.917647,,,,,,67.959,,,,
Greenmount East,CSA2010,,,,,,,,,,,,Greenmount East
Greenmount East,arrest,,,,,81.859856,59.757695,40.56696,,,,,
Greenmount East,banks,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Greenmount East,biz1_,10.11236,9.090909,12.087912,3.428571,4.02685,7.518797,4.878049,1.980198,6.956522,1.886792,,
Greenmount East,biz2_,21.348315,14.545455,23.076923,17.714286,9.39597,10.526316,11.382114,13.861386,15.652174,5.660377,,
Greenmount East,biz4_,30.898876,29.090909,33.516484,29.714286,26.8456,19.0,19.512195,21.782178,20.0,13.207547,,
Greenmount East,bkln,,,2.279914,,,,,,,,3.427321,
Greenmount East,busload,,,,,,,,761.975,754.82,,,
Greenmount East,clogged,14.791337,13.62916,12.952102,17.473118,5.620723,4.276637,5.254154,3.787879,5.376344,5.865103,5.620723,
Greenmount East,cmos,,105.0,,,136.0,,,,,,,
Greenmount East,comprop,193.0,193.0,193.0,193.0,186.0,186.0,182.0,182.0,182.0,184.0,,
Greenmount East,crehab,1.554404,3.108808,4.663212,4.145078,3.763441,6.451613,3.846154,30.769231,7.142857,8.695652,,
Greenmount East,dirtyst,154.569467,148.441627,183.040078,127.321603,125.488759,170.821114,176.075269,191.226784,95.918866,135.26393,136.852395,
Greenmount East,elheat,,29.69418,32.723112,33.491204,32.7829,33.106035,37.74493,39.580468,40.00694,43.565401,,
Greenmount East,hcvhouse,,,,,158.386908,159.773371,168.876081,138.702461,131.704726,135.399674,,
Greenmount East,heatgas,,58.566261,57.862046,56.359946,57.2755,57.483805,53.798556,53.094911,53.226926,49.507736,,
Greenmount East,hfai,,,9.575,,,10.184211,,,,,,
Greenmount East,kra,,,,,,,27.586207,41.0,,,,
Greenmount East,nohhint,,,,,,,,42.434663,38.653713,35.161744,,
Greenmount East,novhcl,,55.639592,55.246813,55.953992,57.8259,57.279236,54.486078,53.782669,53.435115,51.828411,,
Greenmount East,numbus,178.0,165.0,182.0,175.0,149.0,133.0,123.0,101.0,115.0,106.0,,
Greenmount East,palg1,,,,,,11.2903,8.16327,6.12245,,,,
Greenmount East,palg2,,,,,,4.34783,2.8169,3.07692,,,,
Greenmount East,pmath3,,,,,,11.6667,7.07965,10.7843,,,,
Greenmount East,pmath5,,,,,,2.9703,3.30579,11.2245,,,,
Greenmount East,pmath8,,,,,,3.52941,2.40964,2.15054,,,,
Greenmount East,prbprl,,,,11.149312,,,,,,,,
Greenmount East,pread3,,,,,,14.2857,4.46429,5.88235,,,,
Greenmount East,pread5,,,,,,7.92079,4.13223,6.12245,,,,
Greenmount East,pread8,,,,,,4.49438,4.49438,6.12245,,,,
Greenmount East,pubtran,,39.257405,38.668913,44.201403,39.678,39.767842,43.234043,42.544819,38.68007,32.502113,,
Greenmount East,regvote,96.496398,,83.628029,,86.493124,,86.820561,,88.343157,,,
Greenmount East,smlbus,172.0,160.0,176.0,168.0,143.0,125.0,117.0,95.0,108.0,99.0,,
Greenmount East,trees,,13.598484,,,,,,13.745372,,,,
Greenmount East,voted,37.4,,53.519974,,30.834753,,46.398166,,33.802817,,,
Greenmount East,walked,,7.634543,10.193766,8.419315,9.75379,8.727429,7.319149,6.077831,5.856643,6.424345,,
Greenmount East,wlksc,,70.53012,,,,,,82.386,,,,
Hamilton,CSA2010,,,,,,,,,,,,Hamilton
Hamilton,arrest,,,,,14.759036,17.168675,8.921704,,,,,
Hamilton,banks,,0.076911,0.230734,0.230734,0.230734,0.153822,0.076911,0.076911,0.153822,0.153822,,
Hamilton,biz1_,6.08365,5.394191,8.301887,5.743243,4.23077,7.0,3.418803,5.116279,2.362205,5.042017,,
Hamilton,biz2_,20.152091,8.713693,17.358491,22.635135,10.7692,14.25,14.102564,20.465116,11.811024,9.803922,,
Hamilton,biz4_,34.60076,27.80083,29.056604,35.472973,35.0,29.0,24.358974,30.232558,21.653543,17.647059,,
Hamilton,bkln,,,2.601371,,,,,,,,3.439716,
Hamilton,busload,,,,,,,,185.741,176.554,,,
Hamilton,clogged,3.845562,5.999077,4.230118,3.768651,2.538071,1.922781,2.922627,2.538071,2.768805,4.383941,2.307337,
Hamilton,cmos,,1.0,,,0.0,,,,,,,
Hamilton,comprop,195.0,195.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,192.0,,
Hamilton,crehab,7.179487,11.282051,4.145078,5.181347,8.80829,15.025907,3.626943,8.290155,6.735751,3.645833,,
Hamilton,dirtyst,23.227196,23.688663,34.686971,29.918474,25.380711,23.611752,13.074912,15.766805,8.306414,21.765882,17.535764,
Hamilton,elheat,,10.413386,6.937702,8.270973,11.8367,11.886901,12.724084,12.446685,12.743927,12.002462,,
Hamilton,hcvhouse,,,,,172.413793,194.968554,192.205492,189.685315,169.547325,168.060201,,
Hamilton,heatgas,,71.909449,77.649676,78.77117,77.7454,78.207348,76.169135,75.416828,76.583035,77.164547,,
Hamilton,hfai,,,8.84375,,,7.961538,,,,,,
Hamilton,kra,,,,,,,53.571429,27.777778,,,,
Hamilton,nohhint,,,,,,,,14.695618,13.201912,12.453837,,
Hamilton,novhcl,,13.011811,14.320388,12.741237,13.7415,11.92537,13.09431,10.895696,11.389885,10.832991,,
Hamilton,numbus,263.0,241.0,265.0,296.0,260.0,400.0,234.0,215.0,254.0,357.0,,
Hamilton,palg1,,,,,,12.8205,16.2393,11.194,,,,
Hamilton,palg2,,,,,,2.5,3.06122,19.8113,,,,
Hamilton,pmath3,,,,,,16.6667,24.7863,28.1481,,,,
Hamilton,pmath5,,,,,,8.14815,17.757,15.2672,,,,
Hamilton,pmath8,,,,,,4.34783,5.50459,3.0303,,,,
Hamilton,prbprl,,,,3.634538,,,,,,,,
Hamilton,pread3,,,,,,24.1667,16.2393,17.1642,,,,
Hamilton,pread5,,,,,,13.3333,14.0187,14.1732,,,,
Hamilton,pread8,,,,,,21.4815,13.1148,14.1732,,,,
Hamilton,pubtran,,10.15032,9.359229,9.305299,10.2256,9.915056,9.267339,8.009016,7.799228,7.916258,,
Hamilton,regvote,75.481928,,80.963855,,81.355422,,84.628516,,86.305221,,,
Hamilton,smlbus,254.0,233.0,258.0,286.0,248.0,382.0,217.0,200.0,244.0,336.0,,
Hamilton,trees,,34.245851,,,,,,34.842289,,,,
Hamilton,voted,51.1,,58.232932,,41.157596,,54.407631,,50.895765,,,
Hamilton,walked,,2.202709,2.156293,1.378037,1.64883,0.673697,0.872574,0.736289,0.818533,0.507033,,
Hamilton,wlksc,,60.142105,,,,,,62.728,,,,
Harbor East/Little Italy,CSA2010,,,,,,,,,,,,Harbor East/Little Italy
Harbor East/Little Italy,arrest,,,,,90.732182,49.136463,28.296652,,,,,
Harbor East/Little Italy,banks,,0.739782,0.739782,0.739782,0.924727,0.924727,0.924727,0.924727,0.739782,0.924727,,
Harbor East/Little Italy,biz1_,10.294118,8.74036,8.591885,6.822612,5.8952,7.488987,4.946237,5.714286,5.760369,5.985037,,
Harbor East/Little Italy,biz2_,23.529412,15.424165,20.047733,21.832359,16.1572,13.656388,16.989247,20.952381,15.207373,12.967581,,
Harbor East/Little Italy,biz4_,39.460784,33.676093,32.935561,40.935673,40.8297,35.0,31.397849,34.285714,23.041475,23.19202,,
Harbor East/Little Italy,bkln,,,4.979882,,,,,,,,7.175181,
Harbor East/Little Italy,busload,,,,,,,,406.88,557.417,,,
Harbor East/Little Italy,clogged,9.617163,7.767709,8.692436,9.987054,2.0344,2.219345,5.548363,6.658036,4.993527,8.692436,6.658036,
Harbor East/Little Italy,cmos,,21.0,,,3.0,,,,,,,
Harbor East/Little Italy,comprop,489.0,484.0,479.0,478.0,481.0,481.0,471.0,473.0,473.0,462.0,,
Harbor East/Little Italy,crehab,14.519427,12.603306,10.229645,11.506276,9.355509,14.345114,11.889597,21.141649,12.262156,14.502165,,
Harbor East/Little Italy,dirtyst,35.879416,39.208434,21.268726,23.11818,24.412798,33.845016,27.741816,44.20196,22.378398,41.982615,51.044942,
Harbor East/Little Italy,elheat,,44.509804,42.515251,39.13649,42.1645,41.433566,43.606415,45.112108,44.514673,40.486016,,
Harbor East/Little Italy,hcvhouse,,,,,49.969898,55.222089,54.978619,61.957869,66.418374,65.04065,,
Harbor East/Little Italy,heatgas,,47.696078,48.427968,49.721448,46.8831,45.410839,43.996532,44.932735,45.598194,51.673544,,
Harbor East/Little Italy,hfai,,,11.769231,,,10.392857,,,,,,
Harbor East/Little Italy,kra,,,,,,,29.62963,23.611111,,,,
Harbor East/Little Italy,nohhint,,,,,,,,20.807175,17.878104,17.331499,,
Harbor East/Little Italy,novhcl,,45.0,44.908494,44.382544,42.7273,45.236014,37.27785,36.053812,40.361174,40.440165,,
Harbor East/Little Italy,numbus,408.0,389.0,419.0,513.0,458.0,454.0,465.0,420.0,434.0,401.0,,
Harbor East/Little Italy,palg1,,,,,,0.0,2.98507,3.7037,,,,
Harbor East/Little Italy,palg2,,,,,,6.25,2.77778,0.0,,,,
Harbor East/Little Italy,pmath3,,,,,,13.1868,5.97015,12.3711,,,,
Harbor East/Little Italy,pmath5,,,,,,7.54717,5.06329,11.4286,,,,
Harbor East/Little Italy,pmath8,,,,,,3.57143,2.89855,0.0,,,,
Harbor East/Little Italy,prbprl,,,,8.513744,,,,,,,,
Harbor East/Little Italy,pread3,,,,,,16.4835,5.97015,4.25532,,,,
Harbor East/Little Italy,pread5,,,,,,7.54717,6.41026,11.1111,,,,
Harbor East/Little Italy,pread8,,,,,,7.27273,4.34783,11.1111,,,,
Harbor East/Little Italy,pubtran,,24.016145,20.445895,28.314716,26.5812,27.113309,24.583867,23.651961,17.985612,16.750139,,
Harbor East/Little Italy,regvote,72.172221,,77.450742,,75.310144,,76.210165,,80.02919,,,
Harbor East/Little Italy,smlbus,390.0,368.0,388.0,474.0,422.0,417.0,418.0,376.0,395.0,353.0,,
Harbor East/Little Italy,trees,,6.504527,,,,,,7.32309,,,,
Harbor East/Little Italy,voted,34.9,,48.990513,,28.197674,,42.520068,,36.534954,,,
Harbor East/Little Italy,walked,,22.552977,27.895595,27.731909,29.7009,28.102518,26.461801,24.101307,23.597122,21.368948,,
Harbor East/Little Italy,wlksc,,94.804878,,,,,,94.244,,,,
Harford/Echodale,CSA2010,,,,,,,,,,,,Harford/Echodale
Harford/Echodale,arrest,,,,,25.74578,13.181223,9.145436,,,,,
Harford/Echodale,banks,,0.178158,0.118772,0.118772,0.118772,0.118772,0.118772,0.059386,0.0,,,
Harford/Echodale,biz1_,4.676259,9.493671,9.122807,5.307263,5.16717,9.236948,1.102941,6.225681,8.394161,6.153846,,
Harford/Echodale,biz2_,12.94964,15.506329,20.0,23.184358,11.8541,15.261044,13.602941,21.011673,15.328467,17.948718,,
Harford/Echodale,biz4_,25.899281,27.531646,29.122807,39.944134,40.1216,35.0,21.323529,27.237354,23.357664,21.538462,,
Harford/Echodale,bkln,,,,,,,,,,,0.522857,
Harford/Echodale,busload,,,,,,,,238.91,243.139,,,
Harford/Echodale,clogged,4.572718,4.39456,3.384999,2.078508,2.137894,1.959736,2.137894,2.731754,3.206841,4.097631,3.384999,
Harford/Echodale,cmos,,5.0,,,5.0,,,,,,,
Harford/Echodale,comprop,191.0,190.0,188.0,188.0,187.0,187.0,189.0,189.0,189.0,188.0,,
Harford/Echodale,crehab,6.806283,14.210526,12.765957,11.170213,16.042781,9.625668,10.05291,15.343915,8.465609,11.170213,,
Harford/Echodale,dirtyst,11.402102,18.112715,24.882713,15.915434,14.846487,18.112715,8.492191,10.630085,8.076489,13.48061,11.639646,
Harford/Echodale,elheat,,16.260404,16.171315,19.132767,19.0567,19.321423,19.59276,20.755278,21.680012,22.811791,,
Harford/Echodale,hcvhouse,,,,,120.437956,119.207773,113.830182,105.04976,100.37594,101.132075,,
Harford/Echodale,heatgas,,70.927467,73.433928,71.181642,72.0981,72.10629,73.61991,72.777282,72.397643,71.06576,,
Harford/Echodale,hfai,,,9.916667,,,8.653846,,,,,,
Harford/Echodale,kra,,,,,,,53.75,40.666667,,,,
Harford/Echodale,nohhint,,,,,,,,16.146298,13.718084,12.637944,,
Harford/Echodale,novhcl,,14.372771,12.894376,12.367754,13.4146,12.640745,13.122172,11.2697,10.651156,11.17158,,
Harford/Echodale,numbus,278.0,316.0,285.0,358.0,329.0,249.0,272.0,257.0,274.0,195.0,,
Harford/Echodale,palg1,,,,,,0.0,15.873,11.2069,,,,
Harford/Echodale,palg2,,,,,,7.89474,9.30233,10.0,,,,
Harford/Echodale,pmath3,,,,,,30.8271,27.6074,27.3333,,,,
Harford/Echodale,pmath5,,,,,,16.5289,16.6667,17.5182,,,,
Harford/Echodale,pmath8,,,,,,4.03226,10.0917,8.53659,,,,
Harford/Echodale,prbprl,,,,3.784784,,,,,,,,
Harford/Echodale,pread3,,,,,,30.0752,14.2857,16.6667,,,,
Harford/Echodale,pread5,,,,,,15.0,11.3333,19.2982,,,,
Harford/Echodale,pread8,,,,,,23.1788,17.6923,19.2982,,,,
Harford/Echodale,pubtran,,8.359976,6.744833,6.269258,9.0471,11.760409,12.306368,11.967449,10.774209,7.962309,,
Harford/Echodale,regvote,76.273799,,79.457334,,80.235875,,84.244198,,85.685655,,,
Harford/Echodale,smlbus,269.0,308.0,275.0,338.0,308.0,233.0,251.0,237.0,251.0,171.0,,
Harford/Echodale,trees,,29.868783,,,,,,29.597031,,,,
Harford/Echodale,voted,48.2,,55.538426,,40.580267,,54.651969,,50.116949,,,
Harford/Echodale,walked,,2.131439,1.510939,1.33918,1.14444,0.596542,0.504057,0.61034,0.898849,1.672556,,
Harford/Echodale,wlksc,,53.172932,,,,,,60.023,,,,
Highlandtown,CSA2010,,,,,,,,,,,,Highlandtown
Highlandtown,arrest,,,,,66.591604,57.744893,32.551724,,,,,
Highlandtown,banks,,0.965517,0.689655,0.689655,0.689655,0.689655,0.689655,0.551724,0.551724,0.551724,,
Highlandtown,biz1_,9.84456,8.130081,9.290954,4.326923,5.05319,6.052632,6.666667,4.193548,4.913295,3.560831,,
Highlandtown,biz2_,19.170984,15.447154,20.782396,20.913462,11.1702,13.684211,19.130435,26.451613,18.208092,9.792285,,
Highlandtown,biz4_,31.606218,30.081301,32.762836,35.576923,33.2447,29.0,31.304348,38.064516,27.16763,21.661721,,
Highlandtown,bkln,,,2.563543,,,,,,,,1.587429,
Highlandtown,busload,,,,,,,,395.172,553.749,,,
Highlandtown,clogged,2.758621,6.758621,4.137931,4.551724,2.344828,2.068966,5.517241,5.793103,4.551724,4.965517,4.965517,
Highlandtown,cmos,,7.0,,,1.0,,,,,,,
Highlandtown,comprop,374.0,371.0,373.0,372.0,364.0,364.0,355.0,354.0,354.0,343.0,,
Highlandtown,crehab,9.358289,11.590296,11.52815,7.526882,12.637363,11.813187,10.704225,25.141243,12.429379,12.827988,,
Highlandtown,dirtyst,126.206897,144.965517,89.241379,87.724138,116.965517,146.896552,160.689655,151.586207,108.965517,140.0,120.827586,
Highlandtown,elheat,,17.326389,20.467836,26.006494,27.5016,31.598285,34.011091,36.154071,35.601636,38.62207,,
Highlandtown,hcvhouse,,,,,66.137566,60.446781,57.017544,50.978068,47.59072,39.630836,,
Highlandtown,heatgas,,73.784722,70.278638,63.376623,63.4361,60.073484,57.270487,55.558798,58.352804,54.402516,,
Highlandtown,hfai,,,13.933333,,,13.888889,,,,,,
Highlandtown,kra,,,,,,,42.424242,23.913043,,,,
Highlandtown,nohhint,,,,,,,,16.895244,15.449766,14.922813,,
Highlandtown,novhcl,,23.055556,22.428621,23.538961,19.7294,20.422535,16.389402,14.44412,13.931075,12.92167,,
Highlandtown,numbus,386.0,369.0,409.0,416.0,376.0,380.0,345.0,310.0,346.0,337.0,,
Highlandtown,palg1,,,,,,12.5,10.2564,13.1579,,,,
Highlandtown,palg2,,,,,,9.09091,6.25,18.75,,,,
Highlandtown,pmath3,,,,,,15.1515,24.6154,17.7215,,,,
Highlandtown,pmath5,,,,,,10.9375,16.6667,28.8462,,,,
Highlandtown,pmath8,,,,,,25.0,14.7059,0.0,,,,
Highlandtown,prbprl,,,,2.686183,,,,,,,,
Highlandtown,pread3,,,,,,16.6667,15.1515,17.1053,,,,
Highlandtown,pread5,,,,,,17.1875,12.1212,17.0732,,,,
Highlandtown,pread8,,,,,,25.0,21.4286,17.0732,,,,
Highlandtown,pubtran,,8.780364,9.748057,11.251726,9.44146,10.134164,8.863198,7.189542,7.73362,9.130957,,
Highlandtown,regvote,67.379765,,68.746984,,76.805533,,79.942095,,82.580023,,,
Highlandtown,smlbus,375.0,358.0,395.0,401.0,363.0,355.0,321.0,290.0,333.0,315.0,,
Highlandtown,trees,,3.188342,,,,,,4.147014,,,,
Highlandtown,voted,41.8,,45.552517,,36.816754,,52.404697,,52.824309,,,
Highlandtown,walked,,4.326923,5.627502,6.764841,5.53868,6.63632,6.334297,4.575163,4.575725,4.585503,,
Highlandtown,wlksc,,88.490909,,,,,,91.4,,,,
Howard Park/West Arlington,CSA2010,,,,,,,,,,,,Howard Park/West Arlington
Howard Park/West Arlington,arrest,,,,,13.568364,11.133016,7.357675,,,,,
Howard Park/West Arlington,banks,,0.275913,0.183942,0.275913,0.183942,0.091971,0.091971,0.091971,0.091971,,,
Howard Park/West Arlington,biz1_,2.873563,7.246377,5.172414,5.241935,8.82353,6.302521,5.472637,5.882353,6.31068,5.464481,,
Howard Park/West Arlington,biz2_,14.942529,13.52657,10.91954,20.967742,16.8067,15.546218,12.437811,19.786096,18.932039,12.568306,,
Howard Park/West Arlington,biz4_,28.735632,30.917874,23.563218,36.290323,42.0168,34.0,26.368159,32.620321,25.728155,23.497268,,
Howard Park/West Arlington,bkln,,,3.522838,,,,,,,,4.658428,
Howard Park/West Arlington,busload,,,,,,,,697.324,847.296,,,
Howard Park/West Arlington,clogged,3.770808,4.598547,6.254024,10.576658,4.506576,2.759128,3.770808,2.851099,6.070082,6.162053,4.046721,
Howard Park/West Arlington,cmos,,10.0,,,13.0,,,,,,,
Howard Park/West Arlington,comprop,156.0,155.0,151.0,152.0,151.0,151.0,151.0,152.0,152.0,151.0,,
Howard Park/West Arlington,crehab,11.538462,8.387097,13.907285,15.789474,8.609272,16.556291,13.245033,16.447368,13.157895,17.218543,,
Howard Park/West Arlington,dirtyst,28.694932,26.763543,34.121218,21.337257,22.256967,25.751862,18.486158,25.47595,23.360618,33.109537,25.659891,
Howard Park/West Arlington,elheat,,22.65913,23.334147,25.874126,24.1396,22.623526,21.637994,21.416361,20.245399,26.047619,,
Howard Park/West Arlington,hcvhouse,,,,,149.771092,168.060836,169.892473,174.169742,185.796862,186.634067,,
Howard Park/West Arlington,heatgas,,64.315557,64.901147,62.864721,65.5113,67.268623,67.191665,68.034188,68.539877,66.047619,,
Howard Park/West Arlington,hfai,,,10.2,,,9.076923,,,,,,
Howard Park/West Arlington,kra,,,,,,,44.155844,48.888889,,,,
Howard Park/West Arlington,nohhint,,,,,,,,33.382173,25.865031,28.285714,,
Howard Park/West Arlington,novhcl,,21.012534,19.209177,19.676875,15.8207,14.296464,15.168403,15.433455,13.006135,16.380952,,
Howard Park/West Arlington,numbus,174.0,207.0,174.0,248.0,238.0,238.0,201.0,187.0,206.0,183.0,,
Howard Park/West Arlington,palg1,,,,,,3.125,12.6984,7.5,,,,
Howard Park/West Arlington,palg2,,,,,,0.0,5.08475,7.46269,,,,
Howard Park/West Arlington,pmath3,,,,,,15.2941,24.7191,13.3333,,,,
Howard Park/West Arlington,pmath5,,,,,,8.65385,22.4719,13.1579,,,,
Howard Park/West Arlington,pmath8,,,,,,1.66667,6.49351,3.44828,,,,
Howard Park/West Arlington,prbprl,,,,4.360431,,,,,,,,
Howard Park/West Arlington,pread3,,,,,,15.2941,14.6067,11.4286,,,,
Howard Park/West Arlington,pread5,,,,,,14.4231,23.5955,21.4286,,,,
Howard Park/West Arlington,pread8,,,,,,14.7059,13.75,21.4286,,,,
Howard Park/West Arlington,pubtran,,22.465302,18.74574,13.681474,13.0904,14.066425,11.867365,13.142064,15.913556,17.993406,,
Howard Park/West Arlington,regvote,78.186246,,78.870463,,79.311145,,81.271017,,82.117592,,,
Howard Park/West Arlington,smlbus,163.0,195.0,157.0,227.0,214.0,220.0,181.0,168.0,188.0,167.0,,
Howard Park/West Arlington,trees,,39.540163,,,,,,38.336336,,,,
Howard Park/West Arlington,voted,52.6,,58.077235,,44.421699,,52.186014,,49.639881,,,
Howard Park/West Arlington,walked,,0.917431,1.045217,2.859168,3.38048,2.372314,5.260534,5.876909,0.834971,1.389543,,
Howard Park/West Arlington,wlksc,,54.153846,,,,,,56.609,,,,
Inner Harbor/Federal Hill,CSA2010,,,,,,,,,,,,Inner Harbor/Federal Hill
Inner Harbor/Federal Hill,arrest,,,,,25.960629,13.066277,12.757682,,,,,
Inner Harbor/Federal Hill,banks,,0.368098,0.388954,0.388954,0.466744,0.233372,0.233372,0.233372,0.155581,0.311163,,
Inner Harbor/Federal Hill,biz1_,7.901235,9.517601,9.123649,3.744493,7.28793,8.050314,5.044136,4.993065,5.889885,7.010014,,
Inner Harbor/Federal Hill,biz2_,21.604938,15.123859,21.84874,20.92511,12.5448,16.603774,19.798235,25.797503,15.877081,13.733906,,
Inner Harbor/Federal Hill,biz4_,37.407407,33.376793,35.414166,37.77533,39.9044,34.0,30.517024,33.980583,26.888604,22.317597,,
Inner Harbor/Federal Hill,bkln,,,2.810004,,,,,,,,9.837003,
Inner Harbor/Federal Hill,busload,,,,,,,,392.765,726.523,,,
Inner Harbor/Federal Hill,clogged,4.662577,7.730061,5.756515,4.356282,3.033839,2.878257,5.523143,6.767795,5.600933,5.523143,5.445352,
Inner Harbor/Federal Hill,cmos,,17.0,,,4.0,,,,,,,
Inner Harbor/Federal Hill,comprop,505.0,509.0,498.0,494.0,484.0,484.0,474.0,473.0,473.0,452.0,,
Inner Harbor/Federal Hill,crehab,19.207921,27.504912,31.325301,17.206478,21.900826,15.702479,20.675105,21.775899,26.215645,32.522124,,
Inner Harbor/Federal Hill,dirtyst,53.006135,51.288344,37.106184,39.206534,40.917931,39.75107,34.772462,34.850253,22.248152,36.795021,21.159082,
Inner Harbor/Federal Hill,elheat,,47.962023,47.965257,45.887446,47.9727,48.536695,49.791729,48.262315,47.384663,47.505357,,
Inner Harbor/Federal Hill,hcvhouse,,,,,59.51417,42.869641,41.193182,46.62334,49.004594,47.005988,,
Inner Harbor/Federal Hill,heatgas,,47.33999,46.871481,48.964131,47.5475,47.005853,45.537043,48.00544,48.680759,49.005204,,
Inner Harbor/Federal Hill,hfai,,,12.428571,,,8.5,,,,,,
Inner Harbor/Federal Hill,kra,,,,,,,50.0,62.790698,,,,
Inner Harbor/Federal Hill,nohhint,,,,,,,,9.323058,8.825798,7.514539,,
Inner Harbor/Federal Hill,novhcl,,15.992798,16.953515,15.522573,14.776,13.492421,14.251711,14.505893,16.648665,16.20753,,
Inner Harbor/Federal Hill,numbus,810.0,767.0,833.0,908.0,837.0,795.0,793.0,721.0,781.0,699.0,,
Inner Harbor/Federal Hill,palg1,,,,,,8.33333,32.0,29.1667,,,,
Inner Harbor/Federal Hill,palg2,,,,,,33.3333,14.2857,23.8095,,,,
Inner Harbor/Federal Hill,pmath3,,,,,,50.0,54.3478,53.125,,,,
Inner Harbor/Federal Hill,pmath5,,,,,,32.1429,38.8889,45.2381,,,,
Inner Harbor/Federal Hill,pmath8,,,,,,8.69565,31.25,23.0769,,,,
Inner Harbor/Federal Hill,prbprl,,,,1.856787,,,,,,,,
Inner Harbor/Federal Hill,pread3,,,,,,47.8261,30.4348,40.625,,,,
Inner Harbor/Federal Hill,pread5,,,,,,28.5714,38.8889,54.5455,,,,
Inner Harbor/Federal Hill,pread8,,,,,,38.7097,45.0,54.5455,,,,
Inner Harbor/Federal Hill,pubtran,,5.916612,4.538217,4.832524,5.62228,6.265727,7.015513,7.64411,7.776457,7.822534,,
Inner Harbor/Federal Hill,regvote,80.263045,,77.709963,,84.973781,,87.148631,,92.908106,,,
Inner Harbor/Federal Hill,smlbus,756.0,716.0,773.0,837.0,755.0,731.0,691.0,630.0,689.0,619.0,,
Inner Harbor/Federal Hill,trees,,8.629905,,,,,,9.886815,,,,
Inner Harbor/Federal Hill,voted,45.1,,57.629158,,39.939302,,59.013152,,55.162842,,,
Inner Harbor/Federal Hill,walked,,13.355394,14.662951,16.095628,16.5346,16.582788,15.813846,14.821144,13.852556,13.613543,,
Inner Harbor/Federal Hill,wlksc,,91.03,,,,,,89.684,,,,
Lauraville,CSA2010,,,,,,,,,,,,Lauraville
Lauraville,arrest,,,,,15.151515,15.361953,12.547869,,,,,
Lauraville,banks,,0.08148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Lauraville,biz1_,12.393162,10.454545,8.368201,5.904059,8.03213,3.571429,1.492537,7.692308,3.535353,9.142857,,
Lauraville,biz2_,27.777778,20.454545,22.175732,21.402214,15.261,12.053571,7.960199,18.131868,13.636364,12.571429,,
Lauraville,biz4_,40.17094,37.727273,39.330544,47.97048,46.5863,28.0,20.895522,26.923077,19.69697,20.571429,,
Lauraville,bkln,,,2.543564,,,,,,,,4.353967,
Lauraville,busload,,,,,,,,263.016,274.77,,,
Lauraville,clogged,2.770309,5.703577,3.748065,4.807301,2.770309,3.096227,2.851788,4.481382,4.562862,4.236943,2.607349,
Lauraville,cmos,,2.0,,,0.0,,,,,,,
Lauraville,comprop,144.0,134.0,133.0,131.0,131.0,131.0,130.0,130.0,130.0,130.0,,
Lauraville,crehab,3.472222,2.238806,5.263158,8.396947,5.343511,7.633588,5.384615,11.538462,6.923077,4.615385,,
Lauraville,dirtyst,27.703088,37.23621,40.087998,32.021511,27.377169,38.051006,24.280942,28.925283,13.933024,17.110731,19.71808,
Lauraville,elheat,,7.74166,8.616188,10.383352,12.1902,13.839773,12.749719,12.721165,12.387127,12.981744,,
Lauraville,hcvhouse,,,,,198.338525,181.094527,181.470869,204.926108,201.277955,203.862661,,
Lauraville,heatgas,,75.470488,76.044386,76.035049,75.2623,74.285091,75.398429,73.43785,73.049317,74.690106,,
Lauraville,hfai,,,11.5,,,9.25,,,,,,
Lauraville,kra,,,,,,,58.928571,48.979592,,,,
Lauraville,nohhint,,,,,,,,16.954087,11.530447,8.767185,,
Lauraville,novhcl,,8.019675,8.572672,10.07667,10.7167,12.355381,13.131313,11.265398,10.303311,11.133649,,
Lauraville,numbus,234.0,220.0,239.0,271.0,249.0,224.0,201.0,182.0,198.0,175.0,,
Lauraville,palg1,,,,,,12.5,16.0,16.9643,,,,
Lauraville,palg2,,,,,,6.55738,9.78261,8.65385,,,,
Lauraville,pmath3,,,,,,21.2121,20.354,25.4098,,,,
Lauraville,pmath5,,,,,,17.3077,10.4762,21.2766,,,,
Lauraville,pmath8,,,,,,2.43902,7.22892,6.59341,,,,
Lauraville,prbprl,,,,3.367003,,,,,,,,
