CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Canton,sclsw,,2.666667,1.863354,5.921053,1.435407,3.827751,4.022989,,,1.657459,2.824859
Canton,sped,17.460317,14.942529,11.56,10.582011,,,,,,,
Canton,susp,10.218978,9.352518,4.545455,5.263158,,,,,,,
Canton,tanf,,1.382824,0.946143,0.582242,0.763359,0.436681,0.218341,0.291121,0.218341,0.363901,
Canton,teenbir,46.511628,23.255814,0.0,46.511628,0.0,0.0,23.255814,0.0,0.0,23.255814,
Canton,termbir,94.594595,93.650794,90.551181,92.727273,90.0,92.105263,90.4,95.121951,92.741935,92.248062,
Canton,unempl,3.044087,2.846868,3.555181,4.00184,4.07085,2.929956,3.023921,2.138012,1.716021,1.791312,
Canton,unempr,3.423849,3.66371,4.049904,4.574132,4.58122,3.153745,3.347211,2.390767,1.901717,1.993355,
Canton,wstud,59.78836,54.6,51.26,54.5,49.06,51.48,51.72,54.320988,,65.359477,70.921986
Cedonia/Frankford,Fastfd,,0.849005,,0.933905,,,,,1.018805,,
Cedonia/Frankford,aastud,91.32556,88.5,86.26,86.91,88.49,89.55,89.91,90.10327,,90.723621,90.721003
Cedonia/Frankford,abse,10.51402,13.783598,9.9649,8.9195,12.108,13.0695,11.8583,15.340909,,21.84076,
Cedonia/Frankford,abshs,35.47732,36.273764,31.9744,30.0,34.1795,34.511628,32.980769,44.12844,,42.451874,
Cedonia/Frankford,absmd,9.053498,12.085308,13.4565,7.3431,9.2348,10.0806,11.7569,16.871921,,18.822023,
Cedonia/Frankford,artevnt,,,,,0.212251,0.339602,0.254701,0.212251,0.127351,0.169801,0.0
Cedonia/Frankford,bahigher,,13.793997,11.853671,12.713138,14.4,16.002713,18.142983,17.954058,18.489882,16.720238,
Cedonia/Frankford,birthwt,84.366577,85.714286,86.516854,91.394659,86.601307,86.933333,89.226519,85.810811,88.808664,87.296417,
Cedonia/Frankford,caracc,,26.488942,24.790933,,,52.510931,57.053105,57.90211,54.633442,57.477608,47.883856
Cedonia/Frankford,caslt,,10.739907,61.63773,,,47.756505,55.609798,55.100395,50.006368,49.751666,45.718895
Cedonia/Frankford,compl,82.11921,82.29,83.86076,81.84818,84.453782,85.770751,83.534137,79.497908,,76.446281,77.536232
Cedonia/Frankford,drop,2.572783,2.96578,3.822153,1.735537,1.087942,2.046512,1.826923,2.385321,,2.532928,0.987167
Cedonia/Frankford,ebll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cedonia/Frankford,empl,62.42,62.843373,65.253218,64.799011,64.1871,66.508755,68.419411,68.204474,66.236974,68.46676,
Cedonia/Frankford,farms,80.509623,80.89,73.13,82.532519,,,,,,,
Cedonia/Frankford,fastfd,,,,,,,,,,1.02,
Cedonia/Frankford,gunhom,,0.339602,0.254701,0.04245,0.382052,0.297152,0.169801,0.424502,0.339602,0.382052,0.339602
Cedonia/Frankford,hsaalg,22.748092,21.085595,18.67,21.649485,36.111111,,,,,,
Cedonia/Frankford,hsabio,39.443155,34.052758,32.66,35.820896,60.13289,,,,,,
Cedonia/Frankford,hsaeng,30.97166,30.237581,31.42,29.425287,47.601476,,,,,,
Cedonia/Frankford,hsagov,44.239631,41.059603,,35.07109,55.924171,,,,,,
Cedonia/Frankford,hsattend,1477.0,1315.0,1251.0,1210.0,1103.0,1075.0,1040.0,1090.0,,987.0,1013.0
Cedonia/Frankford,hstud,0.948767,1.21,1.8,1.88,1.76,2.0266,2.3585,2.639128,,3.124004,3.636364
Cedonia/Frankford,lesshs,,20.058757,19.997415,17.932972,17.87,16.224716,14.034426,13.531394,11.948052,12.410714,
Cedonia/Frankford,libcard,,216.283907,213.397292,186.229146,305.471834,324.659337,282.718513,233.094197,236.660016,226.684213,
Cedonia/Frankford,lifexp,,72.836343,72.76421,72.246037,72.692819,72.444691,72.296297,72.2,71.840653,,
Cedonia/Frankford,liquor,,0.636753,0.849005,0.594303,0.679204,0.721654,0.721654,0.679204,0.721654,0.721654,
Cedonia/Frankford,math3,65.665236,72.09,71.53,63.137255,53.526971,,,,,,
Cedonia/Frankford,math5,67.889908,58.58,72.22,72.384937,48.017621,,,,,,
Cedonia/Frankford,math8,31.896552,41.27,36.14,42.410714,32.579186,,,,,,
Cedonia/Frankford,mort1_,,13.71308,15.176152,14.388489,14.543339,12.188044,12.672811,11.933174,13.019219,,
Cedonia/Frankford,narc,,22.838222,24.23908,,,20.63081,27.550197,34.299784,31.116016,26.828544,23.772127
Cedonia/Frankford,nilf,23.427075,28.273092,25.003007,24.953618,27.0669,25.257856,24.9002,24.866278,27.534486,26.047337,
Cedonia/Frankford,overd,,,,,,,,,2.419663,2.292312,2.929066
Cedonia/Frankford,prenatal,56.603774,61.62465,63.764045,48.664688,46.405229,47.733333,48.895028,63.851351,66.064982,69.381107,
Cedonia/Frankford,publart,,,,,,0.169801,0.169801,0.169801,0.169801,0.169801,0.169801
Cedonia/Frankford,read3,55.793991,66.0,62.87,59.839357,62.450593,,,,,,
Cedonia/Frankford,read5,72.93578,74.89,67.73,71.308017,72.767857,,,,,,
Cedonia/Frankford,read8,52.155172,59.51,53.62,65.0,56.108597,,,,,,
Cedonia/Frankford,ready,,75.37,74.59,84.870849,,,,,,,
Cedonia/Frankford,sclemp,91.26485,91.855204,90.176322,94.023569,92.904447,76.526316,90.995763,90.255786,89.281768,90.349076,
Cedonia/Frankford,sclsw,,5.207756,6.505469,7.130018,7.112069,5.686434,8.301887,,,5.151267,4.575163
Cedonia/Frankford,sped,16.915153,15.724339,16.02,16.007433,,,,,,,
Cedonia/Frankford,susp,8.461003,7.786171,7.757364,5.572199,,,,,,,
Cedonia/Frankford,tanf,,8.502805,10.483871,7.889201,7.76699,7.678822,7.643759,6.469144,4.803647,6.41655,
Cedonia/Frankford,teenbir,48.919226,42.093288,38.680319,45.506257,28.441411,35.267349,23.890785,27.303754,28.441411,22.753129,
Cedonia/Frankford,termbir,83.827493,86.27451,84.831461,87.833828,86.27451,84.8,88.674033,86.824324,85.198556,85.667752,
Cedonia/Frankford,unempl,7.588701,8.883534,9.641525,10.247372,8.70355,8.233389,8.626497,6.254559,5.662309,4.648034,
Cedonia/Frankford,unempr,9.910423,12.385218,12.855883,13.662599,11.9405,9.871306,11.486711,8.4,7.875335,6.357173,
Cedonia/Frankford,wstud,3.469775,4.2,4.06,3.8,3.74,3.36,3.08,3.815261,,4.175964,4.137931
Cherry Hill,Fastfd,,0.731529,,0.975372,,,,,0.85345,,
Cherry Hill,aastud,97.60508,97.85,96.87,96.38,95.67,95.79,95.39,94.069913,,93.65499,93.963783
Cherry Hill,abse,14.28571,21.515892,18.9349,18.6747,24.7821,26.986,27.1429,30.884184,,36.538462,
Cherry Hill,abshs,44.17808,50.639854,46.6926,43.9623,46.2,48.917749,50.752688,66.585956,,67.056075,
Cherry Hill,absmd,16.99029,19.181586,19.5238,18.3628,20.9302,21.3198,24.6341,25.388601,,40.342298,
Cherry Hill,artevnt,,,,,0.121921,0.85345,0.487686,1.219215,1.097293,0.365764,0.609607
Cherry Hill,bahigher,,5.075598,7.148812,7.373672,8.06,11.278364,12.09622,10.434393,11.461687,11.489089,
Cherry Hill,birthwt,88.815789,79.012346,89.759036,83.974359,89.349112,80.272109,86.826347,86.309524,84.615385,72.222222,
Cherry Hill,caracc,,25.237747,21.580102,,,38.64911,45.842477,46.574006,50.231651,47.6713,42.550597
Cherry Hill,caslt,,110.21702,125.091441,,,99.975616,103.999025,101.194831,86.442331,77.176298,67.788344
Cherry Hill,compl,76.40449,85.29,84.44444,77.31092,78.846154,66.990291,71.276596,77.419355,,75.280899,72.727273
Cherry Hill,drop,3.938356,4.936015,3.231939,2.264151,2.8,5.411255,4.946237,3.874092,,6.308411,4.941176
Cherry Hill,ebll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cherry Hill,empl,43.233333,45.117188,51.283432,50.794237,52.2329,49.592502,51.859815,50.972015,50.341969,51.495863,
Cherry Hill,farms,91.251222,92.33,88.52,94.084507,,,,,,,
Cherry Hill,fastfd,,,,,,,,,,0.85,
Cherry Hill,gunhom,,0.487686,0.365764,0.365764,0.121921,0.121921,0.731529,0.243843,0.487686,0.121921,0.609607
Cherry Hill,hsaalg,23.154362,25.0,21.92,27.272727,23.684211,,,,,,
Cherry Hill,hsabio,32.044199,27.225131,36.42,25.287356,49.635036,,,,,,
Cherry Hill,hsaeng,29.67033,29.608939,27.23,26.373626,41.509434,,,,,,
Cherry Hill,hsagov,43.646409,40.718563,,37.735849,42.222222,,,,,,
Cherry Hill,hsattend,584.0,547.0,514.0,530.0,500.0,462.0,465.0,413.0,,428.0,425.0
Cherry Hill,hstud,0.048876,0.67,1.59,1.97,2.42,2.5117,2.9155,3.80774,,4.62657,4.627767
Cherry Hill,lesshs,,26.09244,23.259692,23.248753,22.37,18.939564,17.296678,17.980296,17.643271,18.549422,
Cherry Hill,libcard,,323.579615,309.436723,279.687881,508.046818,578.15167,484.39405,411.119239,419.897586,390.270666,
Cherry Hill,lifexp,,68.718646,68.82897,69.342643,69.835453,69.485919,69.189701,70.0,70.296555,,
Cherry Hill,liquor,,0.121921,0.121921,0.121921,0.121921,0.121921,0.121921,0.121921,0.121921,0.121921,
Cherry Hill,math3,69.642857,57.89,64.67,72.727273,32.638889,,,,,,
Cherry Hill,math5,64.285714,52.31,64.1,54.330709,30.534351,,,,,,
Cherry Hill,math8,33.986928,32.73,29.73,31.967213,15.044248,,,,,,
Cherry Hill,mort1_,,15.222482,14.796547,17.43462,19.875776,18.75,19.875776,17.348203,11.523688,,
Cherry Hill,narc,,97.415265,94.61107,,,41.331383,43.769812,46.695928,45.110949,44.013655,32.9188
Cherry Hill,nilf,37.527907,42.80599,34.320589,34.983376,36.6228,40.668297,39.281875,42.533647,42.860104,40.46255,
Cherry Hill,overd,,,,,,,,,5.364545,6.58376,5.242624
Cherry Hill,prenatal,57.236842,52.469136,57.228916,47.435897,46.745562,42.176871,45.508982,55.952381,56.153846,56.944444,
Cherry Hill,publart,,,,,,1.219215,1.219215,1.219215,1.219215,1.219215,1.219215
Cherry Hill,read3,68.452381,54.14,56.67,65.243902,36.428571,,,,,,
Cherry Hill,read5,67.532468,55.73,67.31,61.111111,67.424242,,,,,,
Cherry Hill,read8,54.901961,57.01,45.87,47.154472,40.707965,,,,,,
Cherry Hill,ready,,68.25,82.14,84.756098,,,,,,,
Cherry Hill,sclemp,85.507246,85.281981,86.212121,83.779528,85.805085,70.807453,74.757282,80.422265,84.019769,81.927711,
Cherry Hill,sclsw,,8.883827,9.566185,9.657837,10.282651,12.21336,8.396501,,,7.26776,5.133929
Cherry Hill,sped,19.599218,17.652672,17.92,17.699531,,,,,,,
Cherry Hill,susp,10.907903,8.626761,12.626832,10.485651,,,,,,,
Cherry Hill,tanf,,21.865889,23.517979,21.33139,19.8795,17.784257,16.86103,17.006803,15.014577,18.658892,
Cherry Hill,teenbir,57.636888,60.518732,63.400576,74.927954,63.400576,54.755043,66.282421,25.936599,51.873199,48.991354,
Cherry Hill,termbir,80.921053,79.62963,83.13253,84.615385,84.023669,76.190476,83.832335,89.880952,84.615385,74.305556,
Cherry Hill,unempl,16.399432,12.076823,14.665231,14.222386,11.1443,9.739201,9.245324,6.494339,6.797927,8.041587,
Cherry Hill,unempr,26.250812,21.115538,22.328505,21.875,17.5841,14.192399,15.226629,11.301115,11.896989,13.506771,
Cherry Hill,wstud,0.488759,0.76,0.98,0.99,1.1,1.17,1.17,1.373283,,1.71844,1.542589
Chinquapin Park/Belvedere,Fastfd,,0.386797,,0.773595,,,,,0.902527,,
Chinquapin Park/Belvedere,aastud,93.2814,91.66,90.42,91.3,91.6,87.53,86.2,88.586957,,89.330025,87.823834
Chinquapin Park/Belvedere,abse,10.49869,12.276215,10.567,10.4972,14.1689,13.9089,14.7727,16.705336,,26.944444,
Chinquapin Park/Belvedere,abshs,34.47293,29.585799,31.6993,28.3388,26.4706,30.769231,29.044118,43.065693,,40.48583,
Chinquapin Park/Belvedere,absmd,9.210526,10.648148,6.2802,12.8079,12.1359,15.9624,16.8269,19.069767,,19.095477,
Chinquapin Park/Belvedere,artevnt,,,,,0.51573,0.773595,1.160392,0.51573,0.902527,0.644662,0.128932
Chinquapin Park/Belvedere,bahigher,,34.825211,33.926785,34.422838,32.59,36.734694,34.469631,34.148356,31.719051,30.989217,
Chinquapin Park/Belvedere,birthwt,92.592593,87.704918,90.151515,91.262136,89.423077,90.816327,91.208791,88.095238,82.474227,87.209302,
Chinquapin Park/Belvedere,caracc,,38.937597,35.069624,,,48.0918,63.821558,54.925219,57.117071,51.444043,43.708097
Chinquapin Park/Belvedere,caslt,,60.082517,63.95049,,,40.742651,45.255286,41.645178,34.940691,38.550799,32.362042
Chinquapin Park/Belvedere,compl,76.38889,84.09,82.43243,86.58537,80.882353,87.037037,81.967213,77.464789,,81.632653,81.818182
Chinquapin Park/Belvedere,drop,4.273504,2.366864,2.580645,0.651466,0.735294,1.923077,1.102941,2.554744,,4.048583,2.390438
Chinquapin Park/Belvedere,ebll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
Chinquapin Park/Belvedere,empl,64.75,62.492094,69.53095,73.148515,67.5628,71.146391,72.209323,73.34844,74.40267,77.184054,
Chinquapin Park/Belvedere,farms,79.552093,75.69,68.12,75.296443,,,,,,,
Chinquapin Park/Belvedere,fastfd,,,,,,,,,,0.9,
Chinquapin Park/Belvedere,gunhom,,0.0,0.386797,0.128932,,0.0,0.0,0.0,0.257865,0.386797,0.257865
Chinquapin Park/Belvedere,hsaalg,22.65625,23.636364,14.81,20.472441,29.166667,,,,,,
Chinquapin Park/Belvedere,hsabio,43.956044,32.653061,35.78,41.964286,59.375,,,,,,
Chinquapin Park/Belvedere,hsaeng,44.680851,38.135593,31.25,39.215686,43.939394,,,,,,
Chinquapin Park/Belvedere,hsagov,47.126437,56.190476,,60.465116,55.769231,,,,,,
Chinquapin Park/Belvedere,hsattend,351.0,338.0,306.0,307.0,272.0,260.0,272.0,274.0,,247.0,251.0
Chinquapin Park/Belvedere,hstud,0.389484,2.02,2.66,1.68,1.54,4.8315,5.5435,3.369565,,3.225806,3.367876
Chinquapin Park/Belvedere,lesshs,,11.521147,13.222645,11.336367,11.51,8.289688,9.119225,7.43433,8.723541,8.204407,
Chinquapin Park/Belvedere,libcard,,236.719959,247.937081,218.28262,333.419288,354.048479,295.642084,248.710676,257.607014,245.2295,
Chinquapin Park/Belvedere,lifexp,,75.407691,74.860083,74.970837,75.22234,75.309172,75.689142,75.3,74.052024,,
Chinquapin Park/Belvedere,liquor,,1.289324,0.773595,1.289324,0.644662,0.644662,0.644662,0.644662,0.644662,0.644662,
Chinquapin Park/Belvedere,math3,86.567164,87.01,89.39,77.027027,60.655738,,,,,,
Chinquapin Park/Belvedere,math5,73.846154,75.0,79.45,79.452055,47.826087,,,,,,
Chinquapin Park/Belvedere,math8,30.30303,37.29,41.54,44.444444,26.5625,,,,,,
Chinquapin Park/Belvedere,mort1_,,11.146497,11.254019,11.784512,10.56338,8.960573,7.575758,16.666667,14.767932,,
Chinquapin Park/Belvedere,narc,,17.921609,27.204745,,,24.368231,25.270758,28.880866,17.276947,11.474987,13.537906
Chinquapin Park/Belvedere,nilf,17.20061,28.889943,21.35717,17.643564,20.0273,18.257338,18.021075,16.663762,16.180604,16.793893,
Chinquapin Park/Belvedere,overd,,,,,,,,,3.610108,2.578649,3.739041
Chinquapin Park/Belvedere,prenatal,63.888889,58.196721,49.242424,54.368932,54.807692,57.142857,61.538462,65.47619,63.917526,65.116279,
Chinquapin Park/Belvedere,publart,,,,,,0.51573,0.51573,0.51573,0.51573,0.51573,0.51573
Chinquapin Park/Belvedere,read3,82.089552,83.12,80.6,71.621622,68.965517,,,,,,
Chinquapin Park/Belvedere,read5,87.692308,83.82,83.33,90.410959,81.15942,,,,,,
Chinquapin Park/Belvedere,read8,42.424242,51.67,59.7,66.666667,62.5,,,,,,
Chinquapin Park/Belvedere,ready,,68.12,73.08,84.337349,,,,,,,
Chinquapin Park/Belvedere,sclemp,81.548975,84.137931,82.324841,95.032397,83.703704,76.127321,86.189258,80.769231,74.915254,95.752896,
Chinquapin Park/Belvedere,sclsw,,5.608466,7.268722,5.963303,6.545821,4.310345,7.5,,,4.575163,2.631579
Chinquapin Park/Belvedere,sped,15.384615,16.681943,16.6,15.217391,,,,,,,
Chinquapin Park/Belvedere,susp,7.069409,8.590308,9.121246,7.224771,,,,,,,
Chinquapin Park/Belvedere,tanf,,5.597417,7.319699,5.597417,5.51684,5.220667,4.736276,4.305705,3.2831,4.467169,
Chinquapin Park/Belvedere,teenbir,50.632911,84.388186,63.291139,16.877637,46.413502,29.535865,16.877637,21.097046,21.097046,12.658228,
Chinquapin Park/Belvedere,termbir,87.037037,89.344262,89.393939,89.320388,84.615385,89.795918,91.208791,88.095238,83.505155,88.372093,
Chinquapin Park/Belvedere,unempl,8.962624,8.523087,9.323337,9.207921,12.2151,10.596271,10.519736,9.987799,9.416725,6.022053,
Chinquapin Park/Belvedere,unempr,10.824505,12.001781,11.884342,11.20752,15.3114,12.086755,12.832244,11.98494,11.234542,7.237513,
Chinquapin Park/Belvedere,wstud,3.602726,4.67,4.84,5.04,5.44,6.18,6.74,7.173913,,7.940447,9.326425
Claremont/Armistead,Fastfd,,0.850443,,1.093427,,,,,1.093427,,
Claremont/Armistead,aastud,58.68028,57.36,56.25,57.39,54.91,56.12,56.29,55.107998,,53.957704,52.383721
Claremont/Armistead,abse,14.12639,12.727273,9.913,11.9225,10.1669,12.973,13.4788,15.158637,,21.216041,
Claremont/Armistead,abshs,41.39942,44.662921,42.0118,38.4824,37.7465,38.832487,37.12297,50.32538,,47.427293,
Claremont/Armistead,absmd,15.35581,13.899614,12.4088,8.9744,11.3712,14.9584,16.622,18.952618,,26.436782,
Claremont/Armistead,artevnt,,,,,0.121492,0.242984,0.121492,0.850443,0.0,0.121492,0.0
Claremont/Armistead,bahigher,,9.431448,8.68426,11.04351,15.52,15.419416,13.778256,13.312972,13.088385,9.176394,
Claremont/Armistead,birthwt,83.018868,90.0,91.129032,84.210526,92.356688,90.30303,90.0,86.466165,90.625,89.240506,
Claremont/Armistead,caracc,,60.138501,64.390718,,,91.483416,103.632608,106.791398,114.688373,110.193172,93.062811
Claremont/Armistead,caslt,,10.934273,67.792492,,,56.372251,73.38112,67.185032,68.885919,61.474912,55.6433
Claremont/Armistead,compl,80.32787,81.48,78.37838,76.82927,81.15942,77.52809,80.0,75.454545,,75.757576,80.18018
Claremont/Armistead,drop,3.206997,1.404494,6.145251,1.355014,1.690141,2.791878,2.320186,3.904555,,2.013423,1.93133
Claremont/Armistead,ebll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Claremont/Armistead,empl,56.5,56.017303,61.471343,62.320068,61.1092,61.347391,63.959838,65.267375,63.282034,67.600586,
Claremont/Armistead,farms,81.853888,86.62,81.03,88.930118,,,,,,,
Claremont/Armistead,fastfd,,,,,,,,,,1.09,
Claremont/Armistead,gunhom,,0.121492,0.121492,0.0,,0.364476,0.121492,0.0,0.121492,0.121492,0.60746
Claremont/Armistead,hsaalg,28.571429,21.551724,22.22,20.634921,38.888889,,,,,,
Claremont/Armistead,hsabio,51.948052,46.0,38.66,35.036496,57.5,,,,,,
Claremont/Armistead,hsaeng,27.272727,35.897436,32.54,27.480916,50.649351,,,,,,
Claremont/Armistead,hsagov,48.192771,43.119266,,47.692308,52.777778,,,,,,
Claremont/Armistead,hsattend,343.0,356.0,338.0,369.0,355.0,394.0,431.0,461.0,,447.0,466.0
Claremont/Armistead,hstud,14.37549,18.57,21.61,23.19,25.74,25.5518,27.4795,30.706363,,33.293051,35.290698
Claremont/Armistead,lesshs,,27.614055,25.903051,25.073746,21.44,21.093308,20.972372,20.014373,21.842194,23.297665,
Claremont/Armistead,libcard,,182.723849,166.200948,145.304337,277.366055,299.963552,267.282226,234.479407,234.843883,227.67586,
Claremont/Armistead,lifexp,,73.059122,72.655858,72.530154,72.201017,70.930646,70.569515,70.5,70.606557,,
Claremont/Armistead,liquor,,1.093427,0.850443,1.093427,0.850443,0.728952,0.728952,0.728952,0.728952,0.728952,
Claremont/Armistead,math3,82.926829,86.54,83.48,87.903226,46.153846,,,,,,
Claremont/Armistead,math5,70.149254,72.63,75.0,83.783784,56.034483,,,,,,
Claremont/Armistead,math8,32.58427,43.21,48.72,46.73913,32.608696,,,,,,
Claremont/Armistead,mort1_,,,3.134796,4.862237,6.259781,8.595989,12.857143,12.693935,11.065007,,
Claremont/Armistead,narc,,19.924675,25.391811,,,19.681691,11.906208,13.242619,14.700522,12.756652,13.242619
Claremont/Armistead,nilf,30.507023,35.763943,29.734816,26.723116,25.9668,23.641887,24.114849,24.264065,28.588157,27.919857,
Claremont/Armistead,overd,,,,,,,,,4.252217,4.981169,4.252217
Claremont/Armistead,prenatal,47.169811,50.769231,63.709677,47.368421,50.318471,46.666667,54.285714,57.894737,58.59375,62.658228,
Claremont/Armistead,publart,,,,,,0.60746,0.60746,0.60746,0.60746,0.60746,0.60746
Claremont/Armistead,read3,57.317073,77.67,68.7,78.512397,58.163265,,,,,,
Claremont/Armistead,read5,83.58209,77.89,77.42,82.727273,74.782609,,,,,,
Claremont/Armistead,read8,56.179775,60.76,67.57,66.27907,60.869565,,,,,,
Claremont/Armistead,ready,,77.59,86.76,84.027778,,,,,,,
Claremont/Armistead,sclemp,87.041565,83.289817,84.415584,81.038375,89.256198,59.956236,68.899522,68.376068,76.719577,78.787879,
Claremont/Armistead,sclsw,,4.918033,6.374172,5.029586,5.352645,4.261206,5.559065,,,3.13745,3.512195
Claremont/Armistead,sped,15.632364,13.617607,13.77,13.790971,,,,,,,
Claremont/Armistead,susp,5.532787,5.826907,4.745763,4.142012,,,,,,,
Claremont/Armistead,tanf,,7.946693,7.74926,6.959526,8.06871,7.74926,7.403751,7.255676,4.985192,8.04541,
Claremont/Armistead,teenbir,48.87218,48.87218,45.112782,48.87218,45.112782,48.87218,37.593985,33.834586,26.315789,37.593985,
Claremont/Armistead,termbir,83.018868,89.230769,89.516129,83.333333,91.719745,86.666667,88.571429,87.969925,89.84375,89.873418,
Claremont/Armistead,unempl,6.714628,8.218755,9.238666,10.956816,12.924,15.010722,12.295226,10.085351,7.811977,4.137482,
Claremont/Armistead,unempr,9.662312,12.794613,13.148283,14.952623,17.457,18.2887,16.202414,13.384189,10.988235,5.767484,
Claremont/Armistead,wstud,23.80204,20.91,19.24,17.38,17.36,16.19,14.28,12.259194,,11.359517,11.453488
Clifton-Berea,Fastfd,,0.911485,,1.417865,,,,,1.519141,,
Clifton-Berea,aastud,98.23807,98.59,98.43,98.38,98.54,97.41,96.65,95.427286,,94.935752,93.491577
Clifton-Berea,abse,15.35836,22.998729,16.5782,16.1917,18.3956,17.6471,22.6087,23.22357,,30.278232,
Clifton-Berea,abshs,42.21939,48.525074,51.0204,43.4234,46.9159,46.975806,46.710526,60.340633,,63.0,
Clifton-Berea,absmd,17.97323,20.95672,21.5962,16.3895,19.8966,24.5383,26.6667,31.791908,,26.923077,
Clifton-Berea,artevnt,,,,,1.114037,2.025522,1.519141,0.911485,1.012761,2.025522,0.0
Clifton-Berea,bahigher,,7.836147,8.370554,7.20706,6.59,7.669668,8.583247,10.379209,12.075472,12.978142,
Clifton-Berea,birthwt,83.58209,88.125,90.285714,81.481481,80.28169,82.677165,77.931034,78.461538,78.899083,86.666667,
Clifton-Berea,caracc,,46.9921,45.776788,,,79.096617,98.339072,99.149281,80.514482,93.680373,77.780028
Clifton-Berea,caslt,,121.024914,130.544865,,,101.276079,102.491392,98.339072,91.857403,85.679562,72.007292
Clifton-Berea,compl,77.69784,80.75,81.29496,71.31783,65.09434,63.809524,76.530612,75.490196,,68.965517,70.833333
Clifton-Berea,drop,4.591837,5.457227,6.045752,3.603604,2.242991,4.83871,6.359649,4.622871,,4.25,2.78481
Clifton-Berea,ebll,0.0,0.0,0.0,,4.964539,0.0,0.0,0.0,0.0,0.0,
Clifton-Berea,empl,37.56,38.631407,46.522523,44.862953,49.5769,52.89713,54.335466,54.960014,56.9161,56.912934,
Clifton-Berea,farms,89.90116,91.94,82.88,92.972973,,,,,,,
Clifton-Berea,fastfd,,,,,,,,,,1.52,
Clifton-Berea,gunhom,,0.607656,0.810209,0.607656,0.607656,0.810209,0.708933,1.012761,0.708933,1.519141,1.012761
Clifton-Berea,hsaalg,23.055556,20.0,20.25,18.942731,29.72973,,,,,,
